Gender,Most Comfortable Language,Location of Secondary School,Science Stream,Type of Qualification Completed,Grades Obtained in Qualification,Frequency of Working with Classmates,Academic Year and Trimester,Year of Birth,English Proficiency,Interest in Studying Computer,Average Studying Hours per Week,CGPA,PROGRAMMING AND PROBLEM SOLVING,SOFTWARE AND REQUIREMENTS,TCP/IP NETWORK FUNDAMENTALS,PROBABILITY AND STATISTICS FOR COMPUTING,OBJECT-ORIENTED APPLICATION DEVELOPMENT,DATABASE SYSTEM FUNDAMENTALS,WEB APPLICATION DEVELOPMENT,SOFTWARE DESIGN,SOFTWARE TESTING,COMPUTER ETHICS AND PROFESSIONAL RESPONSIBILITY,INTRODUCTION TO COMPUTER ORGANISATION AND ARCHITECTURE,HUMAN COMPUTER INTERACTION DESIGN,OPERATING SYSTEMS,PROBLEM SOLVING WITH DATA STRUCTURES AND ALGORITHMS,SOFTWARE PROJECT MANAGEMENT,SOFTWARE CONSTRUCTION AND CONFIGURATION,WIRELESS APPLICATION DEVELOPMENT,ADVANCED WEB APPLICATION DEVELOPMENT,SOFTWARE QUALITY ASSURANCE,SOFTWARE ENTREPRENEURSHIP,PROJECT,MULTIMEDIA TECHNOLOGY,ARTIFICIAL INTELLIGENCE,TEAM PROJECT,PROGRAMMING WITH GAME ENGINES,ADVANCED DATABASE SYSTEMS,CLOUD COMPUTING,DIGITAL IMAGE PROCESSING,FUNDAMENTALS OF CYBERSECURITY,PARALLEL PROCESSING,DATA MINING,TCP/IP NETWORK ROUTING,SERVER CONFIGURATION AND MANAGEMENT,TCP/IP NETWORK APPLICATION DEVELOPMENT,NETWORK SECURITY MANAGEMENT
Female,English,Johor,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Often,Year 3 Trimester 1,2002,3,3,9,3.4445,A-,B-,B,B+,B+,B,A,A+,A,A+,B+,B,A-,A-,A+,A-,B+,A,A+,A+,B-,C+,B+,B,B+,A-,B+,B+,A,B+,A-,A-,B,B+,A-
Male,Chinese,Selangor,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly A's,Sometimes,Year 1 Trimester 3,2001,2,4,4,3.7438,A+,A-,B,B,A,B-,A+,A,A,A,A-,A-,A,A,A+,B+,A+,A+,A+,A,A,B,A,A,A+,B,B,A-,A+,A+,A,B+,B,A,A
Male,Chinese,Pahang,Yes,Foundation in Art,Mostly B's,Often,Year 2 Trimester 2,2001,4,5,10,3.3162,B-,B+,B+,B+,B,C,B+,B,B,A,A,A+,A-,B,B,B-,B,A+,A-,A+,B,B,A,A-,B+,A,B,A-,B+,B+,A+,B,A,B-,B
Male,Chinese,Perak,Yes,UEC (Unified Examination Certificate),Mostly C's,Often,Year 3 Trimester 3,2004,3,5,4,3.4381,B,B,B+,A-,B+,B-,A+,A+,B,A,A,A,A+,A+,A+,A,A,B,B+,A+,B+,A-,A,B,B-,C,B+,A-,B+,B,B+,B+,B,B+,B+
Male,Chinese,Pahang,No,Foundation in Science,Mostly A's,Often,Year 3 Trimester 1,2003,4,4,6,3.4845,A+,A,A+,A-,B,A-,A-,B,B+,A+,B,A-,B,B,A-,A-,B+,B-,A+,A,A+,B,B,B-,A-,B+,A+,B+,B+,B+,A,B+,B,A,B
Male,Chinese,Penang,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly A's,Very Often,Year 3 Trimester 3,2001,4,5,3,2.2449,B,B,F,B,B-,C+,F,F,B-,B-,B-,C+,C,B-,B+,B-,C,B+,B,A-,C+,C,C,B-,B+,B,C+,B,F,B-,C+,C+,C,C,F
Female,Chinese,Selangor,Yes,UEC (Unified Examination Certificate),Mostly C's,Very Often,Year 3 Trimester 1,2002,3,3,6,3.3565,A-,B+,A-,B+,B,A-,B,B-,B+,B,A,A,A,A+,B+,B,B+,B,B-,B+,B-,B,B+,A+,A-,A,A-,A,B-,B,B+,A+,A,A-,B
Male,Chinese,Malacca,No,Foundation in Science,Mostly B's,Sometimes,Year 2 Trimester 2,2001,4,4,1,3.1963,B,B,C+,B+,B+,B,A-,B,A+,A+,B+,B,A,B,A+,B+,B-,B,B,B,B,B+,B+,A-,B,B,B,A-,C+,B,A-,A-,B+,C,B
Female,Chinese,Kedah,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Sometimes,Year 2 Trimester 2,2003,4,3,16,3.7802,A,A+,A,A,A,A-,A,A,A,A,A,A,A,A,A,A,A,B+,A,A+,B+,A,A,A+,B+,B+,A+,B-,A+,B,A-,A+,A,B+,B+
Female,Chinese,Sabah,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Never,Year 3 Trimester 3,2001,4,3,15,2.8176,B,B,F,B+,B+,A-,B+,C+,B-,B-,B,B+,B,B,F,B-,A-,B,B-,C+,B-,B,B+,A-,B,A+,B-,B,B+,B,B+,F,A+,B+,C+
Male,Chinese,Sarawak,Yes,Foundation in Science,Mostly A's,Sometimes,Year 3 Trimester 1,2001,4,4,7,3.2108,A,B-,B,B-,B+,B+,B,B,A-,B-,C+,B-,B+,C,B-,C+,A-,A-,B,B+,B+,B,B+,C+,B,B+,A-,A-,A,A+,B,A-,A,A-,B+
Male,Chinese,Selangor,Yes,Foundation in Science,Mostly A's,Sometimes,Year 3 Trimester 3,2003,4,5,16,2.8405,A+,A-,B-,B+,A-,B+,F,B-,F,A+,B,B-,B-,C,A+,A,B,A,A+,A+,C+,A-,C+,C,A+,C,C,F,A+,A+,B+,F,A+,B,A
Male,English,Kedah,No,Foundation in Science,Mostly B's,Never,Year 2 Trimester 2,2002,4,4,-1,3.5366,B,A+,A-,A-,B+,A-,A+,B-,B,A-,B-,B,A+,A+,A,A-,B+,A-,A+,B-,A,A-,A-,A,A-,A+,A-,C,B-,A,A-,B+,A,B+,A
Male,Chinese,Malacca,No,Foundation in Art,Mostly B's,Sometimes,Year 2 Trimester 1,2002,3,4,1,3.0115,C,A-,C+,C,B+,B-,B+,B+,B,B,A-,A,B,A-,A,B+,C,B+,A-,A,C,B+,A,A-,A-,B,C+,A,F,B,C+,A-,A-,B-,B-
Male,Chinese,Perak,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Very Often,Year 3 Trimester 1,2004,4,4,4,2.7411,B-,B-,C,C,C,B-,B-,B+,B,B,B,B+,B,B,B+,A-,F,C,A-,B,C,A,B-,B,B-,B+,B-,B,B-,C+,A-,C,B,B+,B+
Male,Chinese,Selangor,Yes,UEC (Unified Examination Certificate),Mostly A's,Very Often,Year 3 Trimester 1,2005,5,4,16,2.9197,A,B-,B-,A-,A-,B,C+,C+,B+,C+,A-,B-,B-,C,C+,B-,B-,C,C+,C+,B+,C,A+,B+,C+,C+,C+,B-,A,A,A-,C+,B+,C+,A+
Female,Chinese,Perak,Yes,UEC (Unified Examination Certificate),Mostly B's,Often,Year 2 Trimester 2,2001,3,3,6,3.7328,A,B,B+,A-,A,B-,A,A,A,A,A,B,A,A,B,A,A,A-,A,A-,A-,A,A,A+,A+,A,C+,A,A+,A+,A-,A,B,A+,A-
Male,Chinese,Negeri Sembilan,Yes,Foundation in Science,Mostly A's,Often,Year 3 Trimester 1,2003,4,4,19,3.0374,A-,B+,A-,B,B,B-,B-,C,B-,B-,B+,B,B-,B-,B,B+,B-,B+,B-,B+,B,B-,A-,C+,B+,C+,A-,B+,B+,C,B+,A+,B,A-,A-
Male,Chinese,Penang,Yes,Foundation in Art,Mostly A's,Often,Year 3 Trimester 1,2002,4,5,14,3.7335,A,A-,A+,A,A-,B-,A+,B-,A-,A+,A,A,A,A,A-,B+,A-,A-,A-,A-,A+,A+,A+,A,B-,B,A,A-,A+,A+,A-,A-,A-,A,A+
Male,Chinese,Sarawak,Yes,Diploma,Mostly A's,Sometimes,Year 2 Trimester 2,2002,5,4,10,3.5646,A-,A,B,A-,B,B+,A+,A+,A,A-,A,A,A,A,A-,B,A,C+,B+,B-,A+,A+,A+,B-,B,B-,A+,A,B,A-,A+,A+,B,B,A-
Male,Chinese,Sabah,No,Diploma,Mostly B's,Sometimes,Year 3 Trimester 2,2003,4,4,4,1.6662,C,C+,F,F,F,F,C,C+,C+,B+,F,F,C+,F,B,C+,B-,C+,F,B-,C,B,B-,F,F,C+,C,C+,F,C,C,C,B-,B-,C
Male,Chinese,Pahang,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly C's,Sometimes,Year 3 Trimester 2,2003,2,4,10,3.5633,B+,A+,B,C,B+,B+,A,A,A+,A,B,A-,A+,A+,A+,A,C,B+,A,B-,A,A,A,A+,B+,A+,B,B+,B+,B+,B+,B+,B,A,A
Male,Chinese,Sabah,Yes,Foundation in Science,Mostly A's,Often,Year 2 Trimester 2,2001,3,5,9,3.3562,A-,B,B+,B,A+,B+,A-,B,B,A+,C,C+,B-,B,A+,A,A-,B+,B+,B+,B,B+,B-,B,B-,A,A,B+,A-,A,B+,A-,A-,A,A+
Male,Chinese,Johor,Yes,Foundation in Science,Mostly A's,Sometimes,Year 2 Trimester 1,2001,3,4,5,3.8126,A,A,A,A+,A,A-,A,A,A,A-,A,A,A,A,B+,B,A+,A+,A,A-,A-,A-,A+,A,B,A-,A+,A+,B+,A,A+,B,A-,A+,A
Female,Chinese,Sarawak,Yes,Foundation in Science,Mostly A's,Very Often,Year 3 Trimester 1,2002,4,4,8,3.3767,A,A,B,A,B,C,A-,B-,A-,A-,A+,A,A,A+,A,A+,B+,B,B,A,B,A,A-,A+,B,C,B-,B+,A-,A+,A-,B-,B,B,C+
Male,English,Sarawak,Yes,Foundation in Science,Mostly B's,Often,Year 2 Trimester 3,2002,4,5,-4,3.7663,A+,A,A-,B+,A+,B+,A+,A+,B,A+,A-,A+,A,A+,A+,A+,A+,A-,A-,A+,B+,A+,A+,A-,A,B+,B,A+,A+,A-,A,B+,A,A+,A+
Female,Chinese,Selangor,Yes,Foundation in Science,Mostly B's,Sometimes,Year 2 Trimester 2,2005,3,4,3,3.0867,A-,B+,B-,B-,B+,C+,B,A-,A-,B,C,B+,A-,B,B-,A-,A-,B-,B-,A-,A-,A+,B,B-,B+,F,B-,B-,B-,B,B,C+,A,B+,A-
Male,Chinese,Selangor,Yes,Foundation in Science,Mostly B's,Very Often,Year 2 Trimester 3,2002,4,5,9,3.3963,A,A-,B-,A+,C,B-,A+,B,A+,B+,C,B+,A-,A-,B+,A+,A-,B+,A,A,A,A+,B-,A+,C,B-,A,A,A+,C+,B-,A+,B-,C+,A+
Female,English,Malacca,Yes,Foundation in Science,Mostly B's,Never,Year 3 Trimester 2,2003,5,5,7,3.9374,A+,A+,A+,A+,A+,A+,A,A,A-,A,A,A,A,A-,A+,A,A,A+,A+,A+,A+,A,A+,B+,A+,A,B+,A+,A,A-,A+,A+,A+,A+,A+
Male,Chinese,Negeri Sembilan,Yes,UEC (Unified Examination Certificate),Mostly A's,Often,Year 3 Trimester 3,2004,3,4,8,2.8091,A-,C,B-,B,A-,C+,C+,F,C,A-,B,C+,B-,B-,B,A+,C+,A,F,B-,A+,F,C+,A+,A,C+,C,A-,B,A,B+,C+,B+,B,B
Male,Chinese,Selangor,Yes,Diploma,Mostly A's,Very Often,Year 1 Trimester 3,2002,4,4,15,3.6268,A,B+,A-,B-,B+,B+,A-,A,A+,A,A-,A-,A+,A+,A+,A+,A+,B+,B-,A+,A,B,A-,A+,A-,B,A+,B+,B+,A,B,C+,A,B+,A+
Male,English,Selangor,Yes,Foundation in Science,Mostly B's,Often,Year 3 Trimester 3,2001,5,5,9,2.6038,B+,C,C,B+,C,C,C,C,C+,C,B+,B-,B-,B-,B-,A-,B+,B,C,C+,C+,B,A-,B-,B+,B-,A-,B-,B+,C+,C,A+,C+,F,B-
Female,Chinese,Johor,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly A's,Often,Year 3 Trimester 2,2001,4,3,4,2.7771,C+,B+,B-,A-,C,A+,C,B+,B,B,B+,B-,B+,B+,B+,B,B+,C+,B+,B,A-,B,B-,B-,C,C+,C,C+,C,F,C+,C+,C+,B+,B-
Male,Chinese,Selangor,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly C's,Often,Year 3 Trimester 1,2002,3,4,6,2.9347,B,B-,C,B+,C,B+,A-,C,B-,A+,B,B+,A+,A+,A-,B+,B,C,A+,A-,B-,A+,A-,B,B+,B,A,A-,C,C+,C,F,C,C+,B+
Male,Chinese,Johor,Yes,Foundation in Science,Mostly B's,Often,Year 2 Trimester 2,2004,3,4,7,3.6442,B,A+,A-,A,A+,A+,A-,B,A+,A+,A+,B,B,A+,B+,A-,A+,A-,A,A,A,A-,B+,A,A,A-,B,B-,A,B+,A+,B,B,B+,A
Male,Chinese,Selangor,Yes,Diploma,Mostly B's,Sometimes,Year 2 Trimester 2,2003,4,4,1,3.4291,B,A,A+,B-,B+,B+,B+,A,B+,A-,B-,B+,A-,B+,B+,A,B+,B+,B+,A+,B+,A,A,A,B,B+,B,B+,B,B+,B-,A,B+,A-,B+
Male,Chinese,Negeri Sembilan,No,Diploma,Mostly A's,Very Often,Year 2 Trimester 2,2002,4,3,6,3.2344,B-,A,A,A-,B+,A-,A,B+,A+,C,B,A,A+,B+,A,B+,B,A,B-,A+,B-,B,B,B+,A-,A-,B-,B-,B+,B-,C,A-,C,B-,B-
Male,Chinese,Selangor,Yes,Foundation in Art,Mostly B's,Sometimes,Year 3 Trimester 2,2001,4,3,6,3.1104,B,C,C+,B+,B+,B+,B,B,B+,A+,B+,B,A+,A-,A,C,C+,C+,B,B-,B+,B-,B,A-,B,A-,B-,B+,B,B+,A+,B,C,A-,B+
Male,Chinese,Sarawak,No,Foundation in Science,Mostly B's,Never,Year 2 Trimester 3,2002,4,4,-4,3.6299,A+,A,B,B,B,B+,A,A,A-,A,A,A,A,A,A,A-,A+,A,A+,A,B,B-,B-,A-,A+,A+,A,A,B+,A+,A+,A,B,B,B
Female,English,Sabah,No,Diploma,Mostly C's,Sometimes,Year 3 Trimester 2,2002,4,3,0,1.7915,C,A-,C+,F,F,C+,C,C+,C+,B,F,A-,B-,F,A,A-,F,F,B,B+,C+,C+,F,C+,F,F,F,C,B-,F,B+,F,C,B-,C+
Male,English,Selangor,Yes,Foundation in Art,Mostly B's,Often,Year 2 Trimester 3,2000,5,5,2,3.0541,B+,A-,C,B,B+,C,A+,B,C,A+,A-,A-,B,B,B-,A+,C+,B-,A+,B,A,A-,B,B+,C+,F,C,A-,A,B+,B+,F,A-,B+,B
Male,English,Negeri Sembilan,Yes,Foundation in Science,Mostly B's,Sometimes,Year 2 Trimester 3,2002,4,4,10,3.1628,B-,A-,B,A-,B,B-,A,A+,A-,B-,B,B,B,A-,B+,B,B,B-,B+,A-,B+,A+,B+,A+,B-,B-,C+,B,C,B-,B+,B,C+,A+,B-
Male,Chinese,Kedah,Yes,Foundation in Art,Mostly B's,Very Often,Year 2 Trimester 3,2002,3,3,15,3.1624,B+,A-,A-,A+,B+,A+,B+,C,B,A+,A-,B+,B,A+,A-,C,B-,C,C+,B-,C,B+,A+,B,B,B+,A,A-,A,B+,B-,A,B,B,A-
Male,Chinese,Pahang,No,Foundation in Science,Mostly C's,Often,Year 2 Trimester 2,2003,3,3,-5,3.4391,A-,A,C,A-,A-,A+,B,B-,B,A,B+,A+,A-,B+,C,A,B+,C+,A,A+,A-,A,C+,B+,A-,B+,A,A+,A+,B,A-,C+,A,A-,A
Female,English,Kelantan,Yes,Foundation in Art,Mostly B's,Often,Year 3 Trimester 2,2001,4,4,6,3.815,A,A,A+,A,A,B,A+,B+,A+,A,A+,A,A,A,B-,A-,A,A+,A-,B+,A+,A-,A+,A,A+,A+,B,A,A+,A-,A+,A-,B+,A+,A+
Male,Chinese,Selangor,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Sometimes,Year 2 Trimester 3,2004,3,3,-3,3.2335,B,A+,B,A+,B-,B-,B,A-,A+,A,A,A,A,A,A,A,B+,B,A+,A+,B+,B+,A-,B-,B+,C+,B,F,B,B,C,B,B-,C+,B
Male,English,Malacca,Yes,Foundation in Science,Mostly A's,Sometimes,Year 3 Trimester 3,2003,5,5,11,3.1794,B,A-,C,C,B,B-,A+,A-,A+,A+,B+,B-,B+,B,A+,B+,A+,C+,A,C+,A+,A+,B,B+,B,B,C,A+,C,B,B,B-,B,C,B
Male,English,Pahang,Yes,Diploma,Mostly A's,Sometimes,Year 2 Trimester 3,2003,4,4,8,3.7691,A+,A+,A-,B+,B+,B,A-,A+,A+,A,A+,A,A-,A-,A,A-,A,A,A+,A+,B+,A,A+,A+,A+,B,A-,A+,A,B+,A,A+,A+,B+,A+
Male,Chinese,Penang,Yes,Foundation in Art,Mostly A's,Often,Year 3 Trimester 1,2002,4,5,20,3.604,A+,A,B-,B+,B+,B-,A+,A-,A-,A,C+,B,B,B+,A,A-,A,A+,A+,A-,B+,B+,A+,B+,A,A+,A,A,B,A-,A+,A+,A+,A-,A-
Male,English,Kedah,Yes,Foundation in Science,Mostly C's,Never,Year 3 Trimester 2,2000,3,4,-4,2.7116,F,B+,B+,B-,C,F,B+,B+,B+,A-,B+,A,A-,B-,A,F,C+,C+,A-,C+,A,A+,F,B+,C,C+,B,C+,B+,F,B-,C+,B-,A-,A+
Male,English,Selangor,Yes,Foundation in Science,Mostly B's,Sometimes,Year 3 Trimester 1,2003,3,4,-5,2.8459,B-,A-,B+,B,C+,C+,C+,B,B+,A+,B-,A+,B,C+,A,A-,B,C+,B,A+,B,A+,B,B-,C+,C,C+,C,B-,F,C,B-,B+,C,A-
Male,Chinese,Kuala Lumpur,Yes,Foundation in Science,Mostly B's,Never,Year 2 Trimester 1,2001,3,5,0,3.6329,B,A,A+,A+,A-,B,A,A+,B+,A,A,A-,A,A,A,A+,A,A+,A+,A,A-,A-,B,A+,A,B,B+,A,A-,C+,A,B,A-,C+,B-
Male,Chinese,Perak,Yes,Foundation in Science,Mostly C's,Sometimes,Year 1 Trimester 3,2000,2,5,11,3.0601,B,B+,B+,C,B,B-,B+,A-,A-,A,B-,B,B,B,A-,B-,B,C+,B+,A,B,B+,B-,B-,C+,B-,B,C,A+,A-,B+,B-,B,B,B
Male,English,Pahang,No,Diploma,Mostly B's,Sometimes,Year 3 Trimester 1,2003,5,5,8,3.8779,A+,A,A,A+,A-,A+,A,A,A,A-,A,A,A,A,B+,A+,B-,A+,A,A-,A,A,A-,A,A+,A,A,A,A-,A+,A+,A,B+,A-,A
Male,Chinese,Sarawak,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Very Often,Year 2 Trimester 3,2000,3,3,7,3.4921,B+,B+,B,B,B+,B,A-,A,A,A+,B-,B+,A,A-,B,A+,B+,B+,A,A+,B+,A+,A,B-,A,B,A,B,B+,A+,B+,B,A+,B+,B+
Male,English,Malacca,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Never,Year 3 Trimester 3,2001,5,4,6,1.4615,B-,C,C,C+,F,F,F,F,F,C,F,B-,C+,F,C,C,C,C+,C,C,C,C,B,C,B-,F,C+,F,C+,F,C,F,B-,C,F
Female,Chinese,Malacca,Yes,Foundation in Science,Mostly A's,Very Often,Year 3 Trimester 2,2001,5,4,13,2.6029,B+,B+,B-,B,C+,C+,C,C+,C+,F,B,A+,B,B+,C,F,B+,C+,B,C,C+,A,C,A-,B-,C+,A,C+,C,B+,B,C,B,B-,B
Male,Chinese,Selangor,Yes,Foundation in Science,Mostly C's,Very Often,Year 2 Trimester 3,2004,3,4,0,3.006,B+,B+,A-,B,C+,C,B-,C,B-,B,B+,A,A+,A,B+,A-,C,B-,C+,A,B-,B-,A,B,A+,B+,B,B,A+,B-,C+,B,F,A-,A
Male,Chinese,Negeri Sembilan,Yes,Foundation in Art,Mostly B's,Sometimes,Year 2 Trimester 2,2003,4,5,8,3.1021,B+,B+,B,B-,B+,B+,A-,A,A-,B,B+,B,B+,C,B+,B+,B+,B,A-,A-,B+,A,F,A-,A,C+,A-,B+,B-,B-,F,A-,B+,C+,B
Male,Chinese,Selangor,No,Foundation in Art,Mostly A's,Very Often,Year 2 Trimester 3,2003,4,4,13,2.8315,B+,B+,C,C+,C,A+,C,C,B+,B,C+,C,B-,C+,B-,B+,C,B-,B+,B,A-,C+,C+,C,B,A,A-,C,A,C,B+,B+,B-,C,A+
Male,Chinese,Kuala Lumpur,Yes,Foundation in Science,Mostly B's,Sometimes,Year 3 Trimester 1,2000,4,3,22,3.2764,B,A-,B+,B+,B,A+,A-,B,A+,B,C,B-,B+,B-,B-,A+,B+,A-,C+,B,A-,A,B+,B+,A,B+,B,A-,B,B,B+,B-,B+,B,B+
Female,Chinese,Kedah,Yes,Foundation in Science,Mostly A's,Often,Year 2 Trimester 3,2001,3,3,9,3.8493,A+,A-,B,A+,A+,A+,A,A,A,A,A+,A,A,A,A-,A-,A,C+,A,A,A+,A,A-,A,A,A,A,A,A+,A+,A+,A-,A+,B,A+
Male,English,Kelantan,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Sometimes,Year 3 Trimester 1,2002,3,4,4,2.9407,A-,A+,C,A,A+,A-,B-,C,B-,A-,C+,B-,B-,F,A,C+,B-,A+,A+,A,C+,A+,A+,C,A+,A,A+,A-,B-,B-,F,B,F,A,C+
Male,Chinese,Negeri Sembilan,No,Foundation in Art,Mostly B's,Sometimes,Year 3 Trimester 2,2002,3,3,10,2.7096,B-,A-,C,C,B,A+,B-,B,A+,A+,F,C+,C+,F,B-,C,B-,B-,B+,A-,C+,A+,B-,B,A-,F,B,B,C+,A,B+,B+,B,C,B-
Male,English,Selangor,Yes,Foundation in Art,Mostly B's,Very Often,Year 3 Trimester 3,2004,3,4,18,2.7667,C+,B-,B+,A-,B-,B-,B+,B-,A-,A,C+,B-,C+,C+,A,B,B,F,B+,B-,B-,A,C,B-,F,A-,B+,B,B+,B,C+,B+,B-,B,C
Female,Chinese,Perak,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Often,Year 2 Trimester 2,2001,3,4,4,3.4189,B+,B-,B+,B+,B-,B+,A+,A,A,B,A+,A,A,A,A,A,A+,C,C,C+,A-,B-,B+,B-,A+,A-,B+,B-,B,A,A,B,B+,A+,A+
Male,English,Kedah,Yes,Foundation in Art,Mostly B's,Often,Year 3 Trimester 1,2002,5,4,10,3.4083,B,A+,B-,B-,A-,F,A+,A,A,A+,B-,A-,B,A-,A,A-,A,B,A,A+,A,B+,A-,B-,A+,B-,C,A+,A+,C+,A,C,A-,A-,A+
Female,Chinese,Sarawak,Yes,Foundation in Science,Mostly C's,Sometimes,Year 3 Trimester 2,2002,3,3,5,2.8809,B-,F,A-,C,C,B+,B,B-,B,A-,B,A+,A+,A-,B-,C,C,B-,B+,C,A,B,A,A-,B-,C+,B,A-,C+,F,B+,C,A-,A-,C+
Male,Chinese,Selangor,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Often,Year 3 Trimester 2,2001,4,4,0,2.4865,C,C+,F,C,C,C,B+,B+,B,B,C,B,A-,A-,A-,B,C,B+,B+,A,B+,B+,C+,F,B+,C,F,B-,F,B-,C+,F,B-,C+,B
Male,English,Selangor,Yes,Foundation in Science,Mostly C's,Sometimes,Year 3 Trimester 3,2003,5,5,5,2.1281,C,A-,B-,B,F,F,F,C+,C+,B,B-,B,B,B-,A,B-,B-,C+,A,A-,F,B,C+,C,C,F,C+,B-,C+,C,C,C,B+,C+,C
Male,English,Malacca,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Often,Year 3 Trimester 1,2001,4,4,15,3.51,A-,A-,B,B,A-,B+,A,B+,B+,A-,A-,A-,A+,A,B,B+,B,B-,A,B+,B,B+,A,A,A,A+,A+,A,A+,A,A,B+,B,C+,A-
Male,English,Sabah,Yes,Foundation in Art,Mostly A's,Sometimes,Year 2 Trimester 2,2004,4,3,9,3.3219,A+,A+,C,B+,A+,B,A+,A-,A+,A,B+,B,A-,B,A+,B,A+,C,B,A,F,A,B,A+,A+,A+,B+,A+,B,A,A+,A,A,A+,A+
Male,Chinese,Selangor,Yes,Foundation in Science,Mostly B's,Often,Year 3 Trimester 1,2003,3,5,15,2.4445,B-,B-,C+,C+,F,B-,B-,B-,C,B+,B,A+,A-,B-,B,B+,B-,F,A,F,B+,B+,C+,C,B+,B,B-,F,B,C,B,F,C+,B-,B-
Male,English,Sabah,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Sometimes,Year 3 Trimester 2,2002,4,3,9,3.1542,B,B,B+,B-,B-,C+,B+,C,B-,A+,A-,A,A,A-,B+,C+,B+,C+,A,C,B,A+,B-,A-,A-,B-,B+,A,B-,B-,A-,A,B,B+,A-
Male,Chinese,Pahang,Yes,UEC (Unified Examination Certificate),Mostly B's,Sometimes,Year 3 Trimester 1,2002,3,3,10,3.6009,A+,B-,B+,B+,A+,A-,A+,A+,A,A+,B+,B+,A-,A+,A+,A+,B+,B+,F,A,A,B,A-,A+,A,B,B+,A,A+,A-,A+,A+,A,B,B
Female,Chinese,Sabah,Yes,Diploma,Mostly B's,Sometimes,Year 2 Trimester 2,2001,3,3,4,3.7376,A+,B+,B+,C,B+,C,A+,A+,A+,A,A-,A+,A,A,A-,A+,A+,A+,A-,A+,A+,B+,A-,A+,A+,B+,A+,A+,A+,B+,A+,A+,B+,A+,A+
Male,English,Sarawak,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Sometimes,Year 2 Trimester 2,2004,4,4,7,3.5904,B,A+,B,B+,A-,B-,A,A+,A-,A+,B,A,A+,B,A,A+,B,A-,A,A-,B,A-,A,A-,B+,B+,A-,A,B,A,A-,A,A-,A+,A+
Female,Chinese,Johor,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly A's,Very Often,Year 2 Trimester 1,2001,3,4,16,3.8123,A,B,A+,A-,A+,A,A+,A+,A,A,A,B,A,A,C,A-,A-,A,A,A+,A,A,A,A+,A-,A+,B,A+,A,A+,A+,B,A+,A+,A+
Male,Chinese,Kuala Lumpur,Yes,Diploma,Mostly A's,Sometimes,Year 1 Trimester 3,2000,3,4,15,3.801,A-,A+,A,A-,A+,A+,A,A,A,A,A,A,A,A,A+,A,A+,A+,B+,A,A,A+,A+,A-,B-,A,A+,B-,B,A+,B-,B+,A+,A,A-
Female,English,Sabah,Yes,Foundation in Art,Mostly A's,Often,Year 3 Trimester 2,2001,5,4,17,3.1425,C+,B,B,B,B,A+,B+,B+,C,A+,A-,B,B-,B-,A+,A+,B-,A-,C+,B-,B,A,A,B+,C+,A-,A+,A-,B,C+,A-,B,C,B+,B
Male,English,Johor,Yes,Foundation in Science,Mostly B's,Never,Year 2 Trimester 3,2001,4,4,0,3.4334,A-,B,A+,B,B,B-,A-,B,B,B-,A-,A,A+,A+,B+,C+,A+,C+,B-,A,B,C+,A,A,A+,A,A,A,A+,B,A-,A-,A+,A,A
Male,Chinese,Selangor,No,Diploma,Mostly B's,Sometimes,Year 2 Trimester 2,2004,4,4,0,2.4945,B+,B+,B-,C+,C,B+,C+,C+,C,B+,C+,B+,C,C,B+,A,B+,F,B,B,C+,B,F,B,B-,C+,B-,C,B,B-,C,C,C+,B,C+
Male,English,Sabah,No,Foundation in Art,Mostly B's,Often,Year 3 Trimester 3,2002,4,5,6,1.9314,C+,B-,C,B-,F,B-,F,C+,B+,A+,F,B-,C+,C+,A+,A-,F,F,A+,B+,C,A+,F,C,B,C,C+,F,C,C+,F,F,C,F,B-
Male,Chinese,Kuala Lumpur,Yes,Foundation in Science,Mostly B's,Very Often,Year 2 Trimester 3,2001,4,3,9,2.6584,B+,A-,C+,B-,B-,B-,C+,F,B-,B,F,C,C,F,A,A-,F,B,A+,B,B-,A,B-,C+,A-,B,A-,B+,C,A-,B+,B+,C+,B+,B+
